Name_ENG;Name_AR;CR;Category;Website;Instagram;Twitter;Email;Phone Number;Activity;Rating;Num_Ratings
beauty care boducts;منتجات عناية بالبشرة;;أخرى;https://www.beauty1maroof.sa;;;smill1916@hotmail.com;551167844;Active;0;0
PUREE;بيـور للعبايات ;;مستلزمات المرأة;https://salla.sa/a.11.pure?expires=1617915106&identifier=1221210859&utm_source=dashboard&signature=247cce41f2ea822106bc6c6e5e8f5ce829a151c633c6f5ef6b46760a22fbc4d1;https://instagram.com/a.11.pure;;amallalmehmadi@gmail.com;542116903;Active;0;0
NasyWorld;ناسي ورلد;;إلكترونيات واكسسورات;https://nasyworld.com;;;megeb20015@gmail.com;560504234;Active;0;0
rosline;روز لاين السعودية;1010215798;كوافيرة و تجميل;https://roslinear.com;;;iroslinear@gmail.com;539561000;Active;0;0
TGift;متجر طلبي هدية;4033101434;إلكترونيات واكسسورات;https://justvip-store.com/;https://instagram.com/t_gift2030;;Dr.pea2030@gmail.com;570278328;Active;0;0
Trtiba;ترطيبه ;;مستلزمات المرأة;https://www.trtiba.maroof.sa;;;a0542817954@gmail.com;562544704;Active;0;0
Card dose;كارد دوز;2053118383;إلكترونيات واكسسورات;http://card-dose.com/;https://instagram.com/card_dose;https://twitter.com/card_dose;carddoaestore@gmail.com;503696198;Active;10;5
;قمر الرياض;1010203792;أخرى;https://salla.sa/qamara;https://instagram.com/qamar_al_riyadh;;mhmhshoes@yahoo.com;550132163;Active;0;0
;صاع الفطرة;4030412193;تسويق إلكتروني;http://saaalfetrah.com/;;;saa.ftrh@gmail.com;504618029;Active;0;0
definger;ديفنجر;;إلكترونيات واكسسورات;https://salla.sa/definger;https://instagram.com/definger.sa;;Definger.com@gmail.com;583185041;Not Active;0;0
SHIRWL KSA;شروال السعودية ;;تسويق إلكتروني;https://salla.sa/shirwl_ksa;https://instagram.com/shirwl_ksa;;Moody13256@gmail.com;531844075;Active;0;0
Mei coffee;قهوة مي;;أخرى;https://www.snapchat.com/add/m-otaipi;;;may.1994.y@gmail.com;550704829;Active;10;1
MeshMooM;مشموم;;تسويق إلكتروني;Http://salla.sa/meshmoom;https://instagram.com/meshmoom.sa;;meshmoom.store@gmail.com;544255198;Active;0;0
hamad s alfarraj est;مؤسسة حمد الفراج;1010011490;أخرى;https://www.byc-ksa.com/;;;Byc-ksa@hotmail.com;567957646;Active;0;0
Hlaastore;متجر هلا21;2055130238;تسويق إلكتروني;https://salla.sa/hlaa.store;;;hlaastore21@gmail.com;590705213;Active;10;8
wow alrowah;واو الروعة;4030413186;أخرى;https://wowshopsa.com/;https://instagram.com/woowshopsa;https://twitter.com/woowshopsa;wowalrowah@gmail.com;546888995;Active;10;1
see store;انظر المتجر;;أخرى;https://salla.sa/see_store;;;ghareeb-ksa@hotmail.com;556001120;Active;0;0
Exponential Boost;اكسبونينشال بووست;;حلول إلكترونية;https://exponentialboost.com;https://instagram.com/exponentialboost;;exponentialboost7@gmail.com;539324007;Active;10;1
nasmastore;متجر نسمه;;أخرى;https://nasma-store.com;https://instagram.com/nasmastore1;https://twitter.com/nasmastore;nasmastore2@gmail.com;547033059;Active;0;0
Anan perfumes;طيب عنان;1010680310;أخرى;https://ananperfumes.com/;https://instagram.com/ananperfumes.sa;;ananperfumes@gmail.com;509049969;Active;0;0
joyful product ;بهجة المنتج;;أخرى;https://salla.sa/joyful.product/;https://instagram.com/joyful.product;;joyful.product@gmail.com;556427143;Active;0;0
mutuq;متوق للعطور;1010698124;أخرى;https://mutuq.com/;;;aaa555310aaa@gmail.com;535242824;Not Active;0;0
showksa;عرض السعودية;2050142410;تسويق إلكتروني;https://showksa.com/Home/Index?back=1;;;showksa@hotmail.com;555811940;Active;0;0
;عالم الاطار التجارية;1010512639;السيارات;http://www..com/;;;abdullahsaud2018@gmail.com;580533321;Active;0;0
Golf Gemini;جولف الجوزاء;1010673893;أخرى;https://golf-gemini.com/;;;sami@golf-gemini.com;542118477;Active;0;0
binradii;بن راضي;;أخرى;https://salla.sa/binradii;;;binradiii@gmail.com;540414159;Active;10;1
Phone Pro;فون برو;;إلكترونيات واكسسورات;https://salla.sa/phonepro.com;;;phpro81@gmail.com;545892790;Active;0;0
Tody Store;متجر تودي;1010693841;أخرى;http://www.tody.store;https://instagram.com/tody_store_sa;https://twitter.com/TodyStore;todystore@tody.store;556455529;Active;0;0
matjar star;متجر ستار7;;مستلزمات المرأة;https://salla.sa/matjarstar7;;;matjarstar7@gmail.com;533951993;Active;0;0
DEVO4;دي فور;;مستلزمات المرأة;https://salla.sa/wadyasalla;;;Hooosen2010@gmail.com;559528375;Active;0;0
alrand;الرند;;أخرى;https://salla.sa/alrand;;;mesh1429@gmail.com;590594550;Active;0;0
Safastore;صفا ستور;1010708798;مستلزمات المرأة;https://safastoree.com/;https://instagram.com/safastore;;aldabbassafa@gmail.com;508507574;Active;10;3
Cofee filterr;مرشح القهوة;;تسويق إلكتروني;https://salla.sa/coffee-filter;https://instagram.com/coffee__filter;;Naifidan@icloud.com;567866098;Active;0;0
BIOBRAN;بيوبران;1010634280;مطبخ و مخبوزات;http://biobranbyhadeel.com/;;;lafi@elaf-sa.com;502250734;Active;0;0
hani omayr w alsaeedi;هاني عمير وصل الله السعيدي;;تسويق إلكتروني;https://salla.sa/hmmam.com;https://instagram.com/hmam_shop;https://twitter.com/hamam_shop;Abo_hmmam@hotmail.com;545827363;Active;0;0
abdullh mohmmed alqhtani;عبدالله محمد فلاح القحطاني;;تسويق إلكتروني;https://veluelite.com;;;amq191@yahoo.com;500050957;Active;0;0
Al Asala Honey;عسل الاصاله;;أخرى;https://alasalahoney.com/;https://instagram.com/alasala_honey;https://twitter.com/alasala_honey;Alasalahhoney@hotmail.com;554559885;Active;0;0
AkatsukiStore;متجر أكاتسكي;;تسويق إلكتروني;https://salla.sa/akatsukistore.com;https://instagram.com/akatsukistore1;https://twitter.com/AkatsukiStore;xAkatsukiStorex@gmail.com;501726599;Active;0;0
daken;داكن للعود;;أخرى;https://dakenoud.com;;;Oud.Daken@gmail.com;599274669;Active;0;0
Masar Althegah Trading Est;مؤسسة مسار الثقه للتجاره;1010697744;تسويق إلكتروني;https://www.amazon.sa/sp?_encoding=UTF8&asin=B08XB35SYF&isAmazonFulfilled=0&language=en&ref_=olp_merch_name_2&seller=A1CIUGV5WK0B09;;;sales@masaralthegah.com;536263990;Active;0;0
I am Pretty sallon;مركز انا جذابة للتزين النسائي ;4030397918;كوافيرة و تجميل;https://www.anajdaba.com;;;Sales@anajdaba.com;501350242;Active;0;0
Fahad Ali Kinsarah;فهد علي كنسارة;4030343667;أخرى;https://redrosaa.com/;;;info@redrosaa.com;565070801;Active;0;0
Vision Precision Trading Institute ;مؤسسة دقة الرؤية التجارية;4030209131;تصميم وطباعة;https://pixo-adv.com/;;;info@pixo-adv.com;592800900;Active;0;0
Rfeeq;رفيق;1010692165;أخرى;https://zid.store/rafeeq;https://instagram.com/rafeeqshop;https://twitter.com/Rafeeqshop;rafeeqsa.store@gmail.com;559442722;Active;0;0
;متجر اناقتي لتخفيضات ;;إلكترونيات واكسسورات;https://salla.sa/anagti-m.com;;;anagti1500@gmil.com;582425412;Active;0;0
OYAJiCard;اوياجي كارد;;أخرى;https://salla.sa/oyaji_card;;;OYAJi.AF.2019@gmail.com;590205416;Active;0;0
katwalk;كات ووك;2062617591;تسويق إلكتروني;https://katwalk.sa;https://instagram.com/katwalk.sa;;customercare@katwalk.sa;593924010;Active;0;0
Speaking art ;الفن المتحدث;;أخرى;https://artspeaking.net/;;;A.flowers505@hotmail.com;501327617;Active;9;1
Al Harith for Oud ; الحارث للعود ;;تسويق إلكتروني;https://salla.sa/alharithforoud.1;;;Hcoiur2017@gmail.com;565408212;Active;0;0
FI store;متجر افاي;;إلكترونيات واكسسورات;https://salla.sa/fifi_fifi;;;abdmajeed233@gmail.com;507242034;Active;0;0
      WARQ PRINTING ;مطبعه ورق ;2050144110;تصميم وطباعة;https://warq-sa.com;https://instagram.com/warqksa;https://twitter.com/WARQKSA;warq.ksa@gmail.com;540558076;Active;0;0
TRADING ATHURITY COMMERCIAL AGENCY;وكالة هيئة تداول التجارية;;أثاث وديكور;https://www.hayaat-altadawul.online;;;dr.sanad@protonmail.com;594289701;Active;0;0
learntia;ليرنتيا;2051235222;خدمات أكاديمية;https://www.learntia.com/;;;info@learntia.com;548949504;Active;0;0
Yourbeautyy;جماالك;;كوافيرة و تجميل;https://salla.sa/your-beauty;;;hbmkvfh@gmail.com;500000000;Not Active;0;0
alrayyan alshamali;الريان الشمالي للخدمات التجارية;4030313542;تسويق إلكتروني;https://widesaudistore.com/;;;widesaudistore@gmail.com;503402780;Active;0;0
Octave Shop;متجر أوكتاف;4030194082;أخرى;https://octave-shop.com;;;manzilak@manzilak.com;544732231;Active;0;0
tiem astore;تيم متجر;;تسويق إلكتروني;https://salla.sa/tiemastore;;;tiemastore@gmail.com;501997702;Active;0;0
management consulting ;استشارات ادارية ;;أخرى;https://mcmanagement00.wixsite.com/mcmanagement;;;MC.management00@gmail.com;544418648;Active;0;0
Your beautyy;جمالكم;;كوافيرة و تجميل;https://salla.sa/your-beauty;;;hbmkvfh@gmail.com;581206330;Not Active;0;0
WsddffTest;تجربةيذببلدد;;أخرى;Http://test.com;;;Saljuried@hotmail.com;538800500;Active;0;0
ROYAL OUD LUXURIOUS;متجر العود الملكي الفاخر;;أخرى;https://salla.sa/kingoud;;;Kingoud75@gnail.com;533586773;Active;0;0
U1418u;ملفوفه سبشل;;مطبخ و مخبوزات;https://salla.sa/u1418u;https://instagram.com/u1418u;;V1418v@hotmail.com;503644295;Active;0;0
almalak honey;عسل الملاك;;أخرى;https://salla.sa/almalak.honey3;;;malak.honey3@gmail.com;554833510;Active;0;0
Special hair ;سبيشل هير ;;أخرى;https://salla.sa/specialhair.sa?expires=1617849301&identifier=595767799&utm_source=dashboard&signature=b4b01aa873985d8e01afcb0edff9632dde90ab440676db928cc1b12464d52fff;;;Specialhair.sa@gamil.com;540596002;Active;0;0
;آمر للخدمات الألكترونية عامة ;;أخرى;https://aldhmani.company.site/;;;Yaldhmani@gmail.com;557442511;Active;10;1
dar fawasil professional fashion;دارفواصل محترفة للأزياء;4650226075;أخرى;http://maroof.com/fawasilfashion;;;fatn223@hotmail.com;502665624;Active;0;0
ALFADA ALSHAMIL;متجر الفضاء الشامل;4650229722;إلكترونيات واكسسورات;https://alfadaalshamil.com;https://instagram.com/alfadaalsamil;https://twitter.com/alfadaalsamil;alfadaalsamil@gmail.com;539355694;Active;0;0
Smokey Bazaar ;سموكي بازار ;1010640001;أخرى;https://smokeybazaar.com;;;Support@smokeybazaar.com;543444030;Active;0;0
tamyzmain;مؤسسة تميز معنا للتجارة ;4032248894;تسويق إلكتروني;https://tamyzmain.com;https://instagram.com/tamyzmain;https://twitter.com/tamyzmain;tamyzmain@hotmil.com;500072274;Active;0;0
Grove roastery;محمصة قروف;4031240112;أخرى;https://groveroasters.com;;;Info@groveroasers.com;502627366;Active;0;0
Beutiher;بيوتيهير;;مستلزمات المرأة;https://salla.sa/beutiher;https://instagram.com/beutiher;;beutiher@gmail.com;537960976;Active;10;1
swartic for Gold plated Jewelry;متجر سوارتك للحلي الصناعية والمجوهرات;2060622952;مستلزمات المرأة;https://swartic.com;https://instagram.com/swarticofficial;https://twitter.com/swartic1;sewartic@gmail.com;590644282;Active;0;0
Spicesworlld;بهارات العاليمة ;;مطبخ و مخبوزات;https://maroof.sa/197897;https://instagram.com/spices_worlld;;Spicesworlld@gmail.com;530105609;Active;0;0
norah alnoqair design ;مصممة نوره النقير ;;أخرى;https://salla.sa/norahi.fd?expires=1617834296&identifier=283675094&utm_source=dashboard&signature=b1ae922a5b1e796d6245392bfcb4b5a24c48ebe3df681ce18ce617b1da6dc3a6;https://instagram.com/norahi.fd;;none.1212@hotmail.com;503786340;Active;0;0
Jawdh Tech Store;جودة تك ستور;;إلكترونيات واكسسورات;https://salla.sa/jawd-tech-store/;;;Jawdhtechstore@gmail.com;556645913;Not Active;0;0
EL SALVADOR;السلفادور ;;تسويق إلكتروني;https://salla.sa/el_salvador_ksa;https://instagram.com/el_salvador_ksa;;saud1414226@gmail.com;565613225;Active;0;0
S4yrlife;اس4 يور لايف;;إلكترونيات واكسسورات;https://zid.store/s4yrlife;;;S4yrlife@gmail.com;564679448;Active;0;0
saudicriative;الابداع السعودي;1010552574;أخرى;https://asaheebsa.com/;;;faisalnm14056@gmail.com;555083899;Active;0;0
Cute dolls;الدمى اللطيفة;;أخرى;https://salla.sa/oouk;https://instagram.com/l41i_;;M9876bbtd@gmail.com;500366143;Active;0;0
PUBG Mobile WASITT;وسيط ببجي موبايل 1 ;;تسويق إلكتروني;https://t.me/kiiom;;;abdalkrem11a@icloud.com;506017245;Active;0;0
sugar1;شوقر1;;تسويق إلكتروني;https://sugar-st0re.com;;;x1b977@gmail.com;503683007;Active;0;0
Buran store;متجر بوران ;1010696194;أخرى;https://buranstore.com/?expires=1617491487&identifier=1308259029&utm_source=dashboard&signature=7d9a6efbe6c635e079383c61845391f0f90a20edcf6b7d28811a785de04ad7ce;;;Buranstore1@gmail.com;504132114;Active;0;0
Matjar lyan;متجر  ليان ;;إلكترونيات واكسسورات;https://salla.sa/lyan.com;;;Piaan5566@hotmail.com;551371145;Active;0;0
Main;اساس;1010698916;حلول إلكترونية;https://www.mainhc.com;https://instagram.com/mainhc;;Main@mainhc.com;563672777;Active;0;0
Rakeeb AlDerah;ركيب الديرة;2050143809;أخرى;https://www.RakeebAldeerah.com;;;Ibrahim@minah.com.sa;506965507;Active;0;0
;الفجر للعود;;أخرى;https://salla.sa/alfajer_lloud;;;wedian2510@outlook.sa;502490969;Active;0;0
Deep ocean ;عمق المحيط;;مستلزمات المرأة;https://salla.sa/deep_ocesn;;;Nouf-al-harbi@outlook.com;546281693;Active;0;0
cy;سي2954;;تسويق إلكتروني;https://www.cy.com;;;asd@yahoo.com;542077826;Not Active;0;0
mumbina;مامبينا;;تسويق إلكتروني;https://mumbina.com/;https://instagram.com/mumbinastore;https://twitter.com/mumbinastore;mumbinostore@gmail.come;508355290;Active;10;1
Best Solution ;متجر الحل الأمثل  بيست سولوشن;;مستلزمات المرأة;https://bestsolutionsa0.com/;https://instagram.com/best.solution0;;alktheri-amal@hotmail.com;500927141;Active;0;0
flaroz;فلاروز;;الحرف والصناعات اليدوية;https://flarozboutique.com/;;;flaroz_boutique@yahoo.com;543592157;Active;0;0
castlephone;كاستل فون;4031244628;إلكترونيات واكسسورات;https://salla.sa/castlephone;;;c.castlephone@gmail.com;533379919;Active;9;1
H leathers;أش لذرز;;مستلزمات المرأة;https://salla.sa/h_leathers;https://instagram.com/h.leathers.sa;;Hana.najdi@gmail.com;504941821;Active;0;0
7b7b;متجر حبحب;;تخطيط مناسبات وحفلات;https://salla.sa/hubhub_sa;https://instagram.com/7b7b_ksa;;info.7b7b@gmail.com;555169140;Active;0;0
mohammed ahmad;ايتاج;;أخرى;https://salla.sa/etaj_perfume.com;;;mohammed.9987@icloud.com;504958673;Active;0;0
11alegria;11 اليقريا;;أخرى;https://11alegria.com;https://instagram.com/alegriaparfume;;alegriaparfume@gmail.com;566920929;Active;0;0
busalatalkaif;بوصلة الكيف;5900111106;أخرى;https://busalatalkaif.com;;;buokaif@gmail.com;501925515;Active;0;0
Tarf beauty;ترف بيوتي  ;;مستلزمات المرأة;https://www.snapchat.com;;;Thani-3831@hotmail.com;533614671;Active;0;0
Revaksa;ريفا السعودية;1185103049;تسويق إلكتروني;https://www.reva-ksa.com;;;reva.ksa.com@gmail.com;557742752;Active;10;1
Tmrat alaseel;تمرات الاصيل ;4030411913;أخرى;https://tmratalaseel.com/;;;aseel.batawq@hotmail.com;598801911;Active;0;0
origin of ouud;أصل العود الشرقي;;أخرى;https://salla.sa/originofouud;;;abosarh_a@hotmail.com;554057679;Active;0;0
;وقف سقيا المعين;4031098816;أخرى;https://waqfalmaein.com/;;;wagf.almaein@gmail.com;501507844;Active;0;0
Giftss75;هدايا٧٥;;إلكترونيات واكسسورات;https://salla.sa/flamingol_9_m?expires=1617815099&identifier=1291690610&utm_source=dashboard&signature=b753730c9d2440df4f301b883a5c4b6c72cca4c7e9e098da3610f7231db6dafd;;;flamnqwaljwf@gmail.com;550569595;Active;0;0
The International Food Est;مؤسسة الطعام الدولي التجارية;1010695630;مطبخ و مخبوزات;https://theinternationalfood.com;https://instagram.com/t_i_f_com;https://twitter.com/T_I_F_com;theinternationalfoodcom@gmail.com;502655201;Active;0;0
agabe;أقابي;1010698906;أخرى;https://agabe-perfume.com;;;agabe.luxr.perfume@gmail.com;506429039;Active;0;0
;المطهر  للزهور;4032014834;أخرى;https://almotahhar.com;https://instagram.com/almotahhar;;almotahhar@gmail.com;537070288;Active;0;0
salat laham;سلة لحم;1010459721;أخرى;https://salatlaham.com/;;;thamer.a.binrayes@hotmail.com;555333632;Active;0;0
Tayn store ;متجر تين للخضار والفاكهة ;;أخرى;https://tayn.store/;;;Man.1990.aldli@gmail.com;556979337;Active;0;0
Sweetmeat891;سويت مييت;;أخرى;https://Sweetmeat891.sa;;;Sweetmeat891@gemail.com;550022917;Active;0;0
B naif;توابل ام نايف ;;مطبخ و مخبوزات;https://www.snapchat.com/add/lln.a20;;;Wedad_y@outlook.sa;544832512;Not Active;0;0
Flair Store;متجر فلير;;تسويق إلكتروني;https://www.maroof.sa197793;;;flairstore22@gmail.com;562832643;Active;10;1
7ebaa2021;حباء جمال الإهداء;;تسويق إلكتروني;https://7ebaa2021.com;https://instagram.com/7ebaa2021;https://twitter.com/7ebaa2021;thedreams33@hotmail.com;556325585;Active;0;0
Asawer  Shop;أساور  شوب;2050144234;تسويق إلكتروني;https://asawershop.com;;;asawrshop@gmail.com;531332721;Active;0;0
Dar alshoug ;دار الشوق;2059101681;تسويق إلكتروني;https://salla.sa/daralshoug.com;;;k-s-a-nais@hotmail.com;507736752;Active;0;0
Matjar Arab;متجر  العرب ;4030413105;تسويق إلكتروني;https://matjararab.com;;;care@matjararab.com;509665073;Active;0;0
;متجر غيمه للادوات;;تسويق إلكتروني;https://nada22.com;;;fhstna6@windowslive.com;541011999;Active;0;0
iCovery Store;متجر اي كفري;;إلكترونيات واكسسورات;https://icoveryi.com/;;;if22l@outlook.com;542059472;Active;0;0
safe changes;مؤسسة قيادة التغيير للأعمال والاستشارات الإدارية;5900127524;أخرى;https://www.safe-changes.com;;;info@safe-change.com;504717896;Active;0;0
deadline;الموعد النهائي;;أثاث وديكور;http://deadlineco.com;https://instagram.com/dead._lines;;deadlines.design@gmail.com;534191980;Active;0;0
Sayda;مؤسسة عيشها للتجارة;1010636153;حلول إلكترونية;https://saydastore.com;https://instagram.com/storesayda;https://twitter.com/StoreSayda;msaydahstore@gmail.com;592488471;Active;0;0
Abeer accounts;عبير لبيع الحسابات;;تسويق إلكتروني;https://t.me/AbeerAccounts;;;iAber1_ac@outlook.com;501920757;Active;0;0
Al Safwa Wells Est For Contracting;مؤسسة آبار الصفوة للمقاولات;1010616621;أخرى;https://alsafwh.com;https://instagram.com/abbar.alsafwah;https://twitter.com/abbaralsafwh;Abbaralsafwah1@gmail.com;566656370;Active;10;2
Artology;ارتولوجي;;أثاث وديكور;https://www.artologysa.com;;;info@artologysa.com;504439850;Not Active;0;0
ghudfti;غدفتي;;تسويق إلكتروني;https://salla.sa/ghudfti.com;;;ghudfti@gmail.com;537715182;Active;0;0
Topbhar ;توب بهار;;مطبخ و مخبوزات;https://salla.sa/topbhar;https://instagram.com/topbhar;;Topbhar@outlook.sa;555154636;Active;0;0
Osama;متجر اسامه;;مطبخ و مخبوزات;https://salla.sa/os7?expires=1617797949&identifier=249667003&utm_source=dashboard&signature=45d805923d251aff3b35e24178e1f620e591c017108fffbd5c83b376df7dc048;;;Osama.he77@gmail.com;552594077;Active;0;0
HDC Hotels;عبدالحكيم سعد عبدالله آل هنيدي;4030275875;العقارات;http://hdc-intl.com/;https://instagram.com/hdc.hotel;https://twitter.com/HdcHotel;hdc24401@gmail.com;559016134;Active;0;0
Fant store;متجر فانت;;مستلزمات المرأة;https://salla.sa/fant_store;https://instagram.com/kizbl.00;https://twitter.com/kizbl;Fantstore@gmail.com;553437769;Active;0;0
Seven November ;متجر سبعة نوفمبر;1010697195;أخرى;https://sevenovember.com/;https://instagram.com/7november_store;;hello7november@gmail.com;561995016;Active;0;0
alqsr;القصر ديزاين ;;أثاث وديكور;http://alqssr.com;;;alqsr175@gmail.com;551011772;Active;0;0
nfaesalghab;نفائس الغاب;;أخرى;https://nalghab.com;https://instagram.com/nalghab;;nfaesalghab@gmail.com;564566378;Active;0;0
MARINA;مارينا;4030144678;مستلزمات المرأة;https://marinafashion.com.sa;;;info@marinafashion.com.sa;582406414;Active;0;0
Drive Out;درايف اوت;;حلول إلكترونية;http://idriveout.com;https://instagram.com/idriveout;https://twitter.com/DriveOut13;idriveout@gmail.com;559870673;Active;0;0
Juman Optics;جمان للبصريات;1010663217;تسويق إلكتروني;https://juman.shop;https://instagram.com/bellacontactlenses.ksa;;fahad@juman-optics.com;593176262;Active;0;0
M W Store;متجر إم دبليو;1010720788;كوافيرة و تجميل;https://salla.sa/mw_store22;https://instagram.com/store_man_sa;https://twitter.com/Store_Man_sa;MW_store22@hotmail.com;531232279;Active;0;0
fashion map accessories;فاشن ماب اكسسوارز;;مستلزمات المرأة;https://fashionmapaccessories.com;https://instagram.com/f.map0;;fashion.map0@gmail.com;554852162;Active;0;0
kafshop2021;كاف شوب;;مستلزمات المرأة;https://www.kafshop2021.com;https://instagram.com/kafshop2021;https://twitter.com/8K3eHDtMSQbZvds;kafshop2021@gmail.com;580384336;Active;0;0
Syartk;تطبيق سيارتك;2031104352;السيارات;https://syartk.com.sa;https://instagram.com/syartk_sa;https://twitter.com/Syartk_sa;Syartk@hotmail.com;500000000;Active;10;1
;حل واجبات لطلبه الجامعات ;;خدمات أكاديمية;https://wa.me/message/BYPQNE4FGRX2M1;;;Riham1114444@icloud.com;552504259;Active;0;0
Savon;سافون;;الحرف والصناعات اليدوية;https://salla.sa/savon.ksa?expires=1617785623&identifier=46699707&utm_source=dashboard&signature=5c1ed5ca8d3fc5cb133a98b216c13b21119009ab1f71c8189d451a99154c628a;https://instagram.com/savon.ksa;;Balyami7@gmail.com;503445067;Active;0;0
;مؤسسة رمز العطر للتجارة ;1010634606;أخرى;https://rmzperfume.com;;;Rmzperfume@gmail.com;506162444;Active;0;0
Lina Al Tamimi Business Services Corporation;مؤسسة لينة التميمي لخدمات الاعمال ;4650229509;تسويق إلكتروني;https://epicdma.com/;https://instagram.com/epicdmasa;https://twitter.com/EpicdmaSA;Info@epicdma.com;580039786;Active;0;0
;لبيع الجديد والمستعمل;;إلكترونيات واكسسورات;https://cutt.us/8XntP;https://instagram.com/haraj00070;;A7b212@gmail.com;553093811;Active;0;0
SAG KSA;سآج;;مستلزمات المرأة;https://salla.sa/store_sag.ksa;https://instagram.com/sag.ksa;;Sag.ksa.2030@gmail.com;596779094;Active;0;0
onllon;اون لون;4032248899;مستلزمات المرأة;https://onllon.co/;https://instagram.com/onllon.co;;olioncarecenter@gmail.com;542261300;Active;0;0
DANTI;دانتي;;مطبخ و مخبوزات;https://danttii.com;;;dantiicecream@gmail.com;557104047;Active;0;0
N7R Stor;نحر ستور;;إلكترونيات واكسسورات;https://salla.sa/nf8stor?expires=1617778639&identifier=1816116603&utm_source=dashboard&signature=d42cb15a6e53351c0350ee8484215be814492e58b3b23598bef1d9434de0c354;;;Nawwaf8044@gmail.com;509051824;Active;0;0
saudizafaf;زفاف السعودية ;4030169461;تخطيط مناسبات وحفلات;http://saudi-zafaf.com;;https://twitter.com/saudi_zafaf;info@saudi-zafaf.com;551269588;Active;0;0
Fifty Two Store;متجر فيفتي تو;;تسويق إلكتروني;https://salla.sa/52store;;https://twitter.com/52sttore;52sttore@gmail.com;595046888;Active;6.6;7
  Fragrant rose; عبق الورد;;أخرى;http://zid.store/fragrant-rose/;https://instagram.com/fragrant_rose_shop;https://twitter.com/fragrant_rose1;fragrant.rose.shop@gmail.com;561119197;Active;0;0
Lwinzo;لوينزو;;إلكترونيات واكسسورات;https://lwinzo.com;https://instagram.com/lwinzoksa;https://twitter.com/Lwinzo;info@lwinzo.com;503048601;Active;0;0
We sho;وي شو ;;أخرى;https://www.weird1shop.com/;;;abood1997es@gmail.com;570597777;Not Active;0;0
;متجر ستاند;;تسويق إلكتروني;https://t.me/st2nd2;;;st2ndplus2@gmail.com;503644297;Active;0;0
KQ316;كي كيو 316;4030401082;تسويق إلكتروني;https://kq316.net/;https://instagram.com/kq.0316;https://twitter.com/316Kq;KQ316@hotmail.com;533055235;Active;0;0
Port of Jewels;بورت اوف جولز;;أخرى;https://portofjewels.com;;;rakan87@gmail.com;557472323;Active;0;0
store B7R;متجر بحر لبيع الشدات ;;أخرى;https://dashu.sa/store/b7rS12;;;soltansami2022@gmail.com;541617759;Active;8.7;7
SY Management consultancy ; س ي استشارات تسويقية عبر الانترنت;;حلول إلكترونية;https://www.symanagementconsultancy.com;;;Symanagementconsultancy@gmail.com;581129837;Active;0;0
Apply a cloud spray;متجر رذاذ غيمة;3400121145;تسويق إلكتروني;https://ecr.mci.gov.sa/Home/com;;;d3.nn9@outlook.sa;558857457;Active;0;0
VEERZ;فييرز;1010683857;أخرى;https://perfumeglass.net;;;inof@perfumeglass.net;502123568;Active;0;0
AFDAL OUD;موسسة افضل للعود ;1010695633;أخرى;https://www.afdaloud.com;https://instagram.com/afdal4oud;https://twitter.com/afdaloud;afdal4oud@gmail.com;544839933;Active;0;0
;متجر السهم للاتصالات;4032221960;إلكترونيات واكسسورات;https://salla.sa/alsahem.store?expires=1617732870&identifier=128045380&utm_source=dashboard&signature=e34afb06f0c12594e67bc09baf9341c6407069ae538c7910e432272d574f60c4;;;alsahem.store@gmail.com;558100073;Active;0;0
Lilanj;ليلانج;;مستلزمات المرأة;https://salla.sa/lilanj?expires=1617754186&identifier=1861547226&utm_source=dashboard&signature=475cfc06b21b9885560e936eb8ae34dfa9e8a7f3bf6405afd46556252862d298;;;Leelanj88@gmail.com;599578335;Active;0;0
Greenation;جرينيشن;1010584696;تسويق إلكتروني;https://greenation.sa/;https://instagram.com/greenationsa;;info@greenation.sa;501546689;Active;0;0
Saop abeery;صابونية عبيري;;مستلزمات المرأة;https://wa.me/message/YQZETG73O3WSB1;;;Mnawafe@gmail.com;501109130;Active;0;0
Taqah altawfer;طاقة التوفير;;أخرى;https://salla.sa/taqahaltawfer;;;t.altawfer@gmail.com;561091099;Active;0;0
birq store;متجر بيرق;;إلكترونيات واكسسورات;https://birqsa.com;;;micro.syr@gmail.com;559280720;Active;0;0
20SAHRK;تونتي شارك;;إلكترونيات واكسسورات;https://20shark.com/;;;20shark.store@gmail.com;545461025;Active;0;0
Joyce perfumes ;جوييس;;أخرى;https://2u.pw/Inv7S;https://instagram.com/joyce_perfumes;;Joyceparfums@outlook.com;502868521;Active;10;1
NOVELA MODA ;نوفيلا مودا;;مستلزمات المرأة;https://salla.sa/novelamoda;https://instagram.com/novellamoda;;novelamod@gmail.com;507520385;Active;0;0
FR;اف ار;;تسويق إلكتروني;https://salla.sa/fr9271;;;fgjhkrdhh@gmail.com;544828914;Active;10;1
ria alroz;ريا الروز;;أخرى;https://salla.sa/ria.alroz;;;ria.alroz1@gmail.com;502178507;Active;0;0
Zebra;زيبرا;;مطبخ و مخبوزات;https://maroof.sa/197602;https://instagram.com/zebraa.z;;zebraa.2021@gmail.com;501917267;Active;10;1
;تصميم أزياء نسائية;;مستلزمات المرأة;https://salla.sa/a1m2a44l45.bn;;;at448332@gmail.com;508793905;Active;0;0
